0,"1199/213","70/213","2693/142","14753/426","1079/426","11705/213","2503/213","23/6","341/426","82/213","1103/213","76/213","57/142","8/71","17/142","74/213","66/71","3/71","83/426",0,0,0,"7/426",0,0,0,0,"1/142","1/426",0,0,0,"1301/213","25/426","7307/426","6063/71","125/426","617/142","11/426","8/71",0,0,0,0,0,0,"1/426",0,0,0,0,"5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22/213",0,"1/426","1/213",0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"299/71",0,"1/426","8/71","1361/213","95/213","548/71","20/213","164/213","35/142","1/213","35/426","1/213","5/426","2/213","1/71","7/71","7/71","5/426","7/142",0,"1/426",0,"1/71",0,"1/426",0,0,0,0,0,"11/426",0,"41/426","1/71","25/426","50/213","1/426","1/426","2/213",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109/426","1/426",0,"224/213","17/426","1/142","13/71","77/213","7/426",0,"5/426","23/213","1/426","11/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/142",0,"2/71","11/71",0,"5/426",0,0,0
0,0,0,0,0,0,0,0,0,0,0,"1/142","1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/213","5/142",0,0,"13/426","1/426","1/213","10297/426","8/71","224/213",0,"2147/426","106/213","5239/213","1257/71","521/426","83/426","43/142","1082/213","45/71","50/71","17/71","37/426","11/213","55/142","8/213","143/426",0,"1/213",0,"1/426","1/426",0,0,0,0,0,0,"1/426",0,"173/213","15/142","7663/426","11473/426","61/426","742/213","16/213","8/213","8/213"
0,0,0,0,"1/213",0,0,0,0,0,0,"1/213","5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15/142",0,0,0,0,0,"8612/213","1361/213","17/426","2147/426",0,"2987/142","9923/142","4913/426","737/213","380/213","2/71","664/71","200/213","13/213","16/213","131/426","380/213","140/213","28/213","43/142",0,0,"1/142","29/142","1/71","1/213",0,0,"5/426",0,0,"61/426","3/142","925/426","61/426","959/426","859/213","4/71","14/213","63/142",0,0
0,0,0,0,"1/213",0,"1/426",0,0,0,0,0,"11/426",0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59/426",0,0,0,0,0,"225/71","95/213","1/142","106/213","2987/142",0,"3721/142","2659/213","2501/426","1759/142","37/426","1475/426","360/71","31/142","53/213","1439/426","4765/426","80/71","239/426","257/426","5/426","25/426","5/426","56/71","26/213","23/426",0,0,"7/426","1/426","7/213","153/142","13/426","4739/426","49/71","2521/213","2869/142","581/426","19/426","1127/426","4/213","1/213"
"1/426",0,0,0,"1/142","1/426","1/426",0,0,0,0,"19/426","7/213",0,"11/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24/71","2/213",0,"1/426","1/426",0,"4500/71","548/71","13/71","5239/213","9923/142","3721/142",0,"6427/71","23881/426","1577/213","997/426","2101/71","5171/426","412/213","127/426","69/71","131/71","1496/213","117/142","1969/426","7/426","19/142","37/426","1/3","3/142","4/213",0,0,"2/213",0,"11/426","29/213","1/142","2551/142","191/426","2608/71","29651/426","607/426","61/71","209/426","5/426",0
0,0,0,0,0,0,0,0,0,0,0,"1/71","2/71","1/213","23/426",0,0,0,0,"1/142",0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"11/213",0,0,0,0,0,"881/71","20/213","77/213","1257/71","4913/426","2659/213","6427/71",0,"29557/426","7829/142","14842/213","5938/213","7889/213","11111/426","176/213","749/142","65/142","2236/213","85/426","1241/213","2/213","1/213","8/213","13/426","1/426","1/213",0,0,0,0,0,"7/426",0,"1580/213","503/426","10673/213","5813/142","341/213","10/71","14/213","1/213","7/426"
0,0,0,0,0,"1/213","5/426",0,"1/426","1/426",0,0,"5/213","1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426","11/71",0,0,0,0,0,"28/3","164/213","7/426","521/426","737/213","2501/426","23881/426","29557/426",0,"30521/426","3221/426","803/213","52/3","3167/426","28/71","2989/426",4,"4193/213","662/213","2165/213","5/142","53/142","42/71","827/426","23/71","61/426",0,0,"5/213",0,"43/426","64/213","1/426","7183/426","941/213","22447/426","38251/426","1240/213","25/426","370/213","22/213","2/213"
0,0,0,0,0,0,0,0,0,0,"1/213","1/426",0,"1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"5/142",0,0,0,0,0,"323/142","35/142",0,"83/426","380/213","1759/142","1577/213","7829/142","30521/426",0,"31573/426","163/213","769/426","1619/71","295/426","31909/426","27175/426","3668/71","1783/426","3427/213","16/213","139/426","221/426","1237/426","205/426","85/213",0,0,"20/213","2/213","24/71","265/213","17/213","20119/426","23041/426","5993/142","41848/213","13589/426","5/426","589/142","29/213",0
0,0,0,0,0,0,0,0,0,"1/71","1/426",0,0,0,0,"1/426",0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,0,0,0,0,"257/426","1/213","5/426","43/142","2/71","37/426","997/426","14842/213","3221/426","31573/426",0,"305/213","398/213","311/213","43/426","3148/213","719/142","6121/426","23/426","1087/213",0,0,0,0,0,0,0,0,0,0,0,"5/213",0,"85/142","343/142","302/213","1573/426","188/213","1/213","1/213",0,0
"5/426",0,0,"2/213","2/213",0,"3/142","1/142",0,0,0,"26/213","37/142","5/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17/426","1447/426","59/426","1/213","59/142",0,0,"1981/213","35/426","23/213","1082/213","664/71","1475/426","2101/71","5938/213","803/213","163/213","305/213",0,"6913/426","3844/213","1778/213","12/71","25/213","73/71","20/213","661/426",0,"1/426",0,"8/213",0,"2/71",0,0,0,0,0,"1/142",0,"1022/213","185/426","24583/426","9229/213","301/426","728/213","425/426","1/142","5/426"
0,0,0,0,"1/426","1/71","17/426","1/213","7/213","1/213",0,"139/426","26/213","7/142","1/142","1/426",0,0,0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426","4/213","971/213","5/426",0,"11/426",0,0,"68/213","1/213","1/426","45/71","200/213","360/71","5171/426","7889/213","52/3","769/426","398/213","6913/426",0,"10675/426","2921/426","46/213","35/426","149/213","7/142","302/213",0,0,"1/71","1/426",0,"5/213",0,0,0,0,0,"1/426",0,"889/426","103/213","3824/71","2644/213","80/213","541/426","281/426",0,"1/213"
0,0,0,0,0,0,0,0,"1/213","1/142",0,"32/213","5/71","18/71","25/426","1/213","1/213",0,0,"1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426","467/426","412/213","5/426",0,"247/426",0,0,"31/71","5/426","11/426","50/71","13/213","31/142","412/213","11111/426","3167/426","1619/71","311/213","3844/213","10675/426",0,"3515/426","4483/426","7735/426","35/3","31/213","2003/426",0,0,0,"1/142",0,"5/426",0,0,0,0,0,"11/142",0,"839/426","2899/142","17593/426","7751/426","1358/213","233/213","209/142","2/213","5/213"
0,0,0,"1/426",0,0,0,"1/426",0,"2/213",0,"1/213","5/426","11/426","155/426",0,"14/213","17/426","1/213","7/426",0,0,0,"1/426",0,0,0,0,0,0,"1/142","1/213","1/426","35/426","127/142","193/426","5/213",0,"3/71","45/142",0,"25/213","2/213",0,"17/71","16/213","53/213","127/426","176/213","28/71","295/426","43/426","1778/213","2921/426","3515/426",0,"338/213","3571/426","8317/426","883/426","1433/71","20/213","13/71","287/426","827/426","35/213","100/71",0,0,"1/71","2/213","10/213","253/426","8/213","863/426","6083/426","4249/426","1177/426","89/71","101/426","1031/71","1/142","53/426"
0,0,0,0,0,0,0,0,0,0,0,0,0,"5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213","1/426",0,0,0,0,0,"109/426","1/71",0,"37/426","131/426","1439/426","69/71","749/142","2989/426","31909/426","3148/213","12/71","46/213","4483/426","338/213",0,"8361/142","2827/142","851/426","2389/426","7/426","19/142","1/3","319/426","12/71","23/426","1/213",0,"13/213","1/142","53/426","101/213","13/426","4726/213","3680/213","1879/213","9793/213","622/71",0,"163/142","3/142",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/213",0,"2/213","1/142","1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15/142","3/71",0,0,0,"1/213",0,"221/426","7/71",0,"11/213","380/213","4765/426","131/71","65/142",4,"27175/426","719/142","25/213","35/426","7735/426","3571/426","8361/142",0,"34895/426","1848/71","6217/426","17/426","37/71","107/142","1109/426","225/142","125/213","8/213","4/213","371/426","39/142","269/142","2279/426","53/213","3487/142","5105/426","988/71","1009/71","845/213","1/426","1139/142","23/426","1/142"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"1/142",0,"1/426","5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17/426","7/213",0,0,0,0,0,"403/142","7/71",0,"55/142","140/213","80/71","1496/213","2236/213","4193/213","3668/71","6121/426","73/71","149/213","35/3","8317/426","2827/142","34895/426",0,"2098/71","11356/71","3055/213","8693/426","770/71","1403/213","1469/426","91/426","1/213",0,"193/426","14/213","162/71","5129/426","262/213","5003/142","3173/213","758/213","6698/213","1235/142","1/426","592/213","14/213",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/142",0,0,0,"1/426",0,"67/426","5/426",0,"8/213","28/213","239/426","117/142","85/426","662/213","1783/426","23/426","20/213","7/142","31/213","883/426","851/426","1848/71","2098/71",0,"4447/142","1457/426","2341/142","14953/426","11515/426","2657/71","249/71","139/426","31/213","2471/213","1039/426","535/71","7568/213","1346/213","15181/426","941/426","20/213","2606/213","137/213",0,"9847/426","221/426","5/426"
0,0,0,0,0,0,"1/426",0,0,0,"1/426","1/426",0,0,"5/213",0,0,0,0,0,0,0,0,"1/213",0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,"1/213","1/426",0,"733/426","7/142",0,"143/426","43/142","257/426","1969/426","1241/213","2165/213","3427/213","1087/213","661/426","302/213","2003/426","1433/71","2389/426","6217/426","11356/71","4447/142",0,"156/71","711/142","709/71","1205/213","97/71","145/213","7/426","1/426","29/142","16/213","115/213","281/142","91/426","1867/426","734/213","209/142","2069/426","238/213","4/71","1879/213","1/213","5/142"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213",0,0,"1/426","1/213","1/426","1/142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/426","7/426","2/213","5/142","16/213",0,0,0,0,"20/213","7/426","17/426","3055/213","1457/426","156/71",0,"920/71","3583/213","118/71","104/213","2/213",0,0,"5/426",0,"2/213","5/142","19/213","7/142","1/71",0,"5/142","1/426",0,"19/213",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7/213","1/426",0,"1/213",0,"25/426","19/142","1/213","53/142","139/426",0,"1/426",0,0,"13/71","19/142","37/71","8693/426","2341/142","711/142","920/71",0,"15755/213","7013/426","1213/142","9/71","1/426",0,"145/426","19/213","52/213","9/71","14/213","157/426","23/426",0,"55/213","1/71",0,"92/213","1/142",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/142",0,0,0,"1/142","5/426","37/426","8/213","42/71","221/426",0,0,"1/71",0,"287/426","1/3","107/142","770/71","14953/426","709/71","3583/213","15755/213",0,"27521/426","24203/426","815/426","67/426","11/426","1993/426","755/426","698/213","727/426","181/426","1621/426","17/142",0,"119/71","5/142",0,"2707/426","53/426",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213",0,0,0,0,0,0,"1/426","1/426","7/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37/426","1/71",0,"1/426","29/142","56/71","1/3","13/426","827/426","1237/426",0,"8/213","1/426","1/142","827/426","319/426","1109/426","1403/213","11515/426","1205/213","118/71","7013/426","27521/426",0,"1475/71","821/426","4/213","3/142","571/213","115/142","443/142","286/213","17/213","181/142","13/213","4/213","80/213","2/213",0,"10/3","5/213","7/426"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213",0,0,"1/426","1/71","26/213","3/142","1/426","23/71","205/426",0,0,0,0,"35/213","12/71","225/142","1469/426","2657/71","97/71","104/213","1213/142","24203/426","1475/71",0,"1427/426","221/213","311/426","6244/213","7831/426","4417/142","5051/426","82/213","1355/426","43/426",0,"187/213","3/142",0,"648/71","344/213","1/213"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,"1/426",0,0,"1/213","23/426","4/213","1/213","61/426","85/213",0,"2/71","5/213","5/426","100/71","23/426","125/213","91/426","249/71","145/213","2/213","9/71","815/426","821/426","1427/426",0,"463/213","6/71","614/213","298/213","252/71","428/213","7/142","53/213","22/213","5/426","7/142","1/142",0,"2645/426","43/426","20/213"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213","8/213","1/213","139/426","7/426",0,"1/426","67/426","4/213","221/213","463/213",0,"205/426","491/426","151/213","509/426","997/426","11/142","437/213","2/213",0,"167/426","1/426",0,"305/71","209/142","1/426"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/213",0,"31/213","1/426",0,0,"11/426","3/142","311/426","6/71","205/426",0,"209/426","289/426","170/213","461/142","7/142","667/213","1/213",0,"148/213",0,0,"121/71","1102/213",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/426","7/426","2/213",0,"5/213","20/213",0,0,0,0,"1/71","13/213","371/426","193/426","2471/213","29/142","5/426","145/426","1993/426","571/213","6244/213","614/213","491/426","209/426",0,"3241/71","6205/142","6269/426","64/213","346/71","25/426","1/213","109/142","1/426",0,"1495/142","589/142",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,"2/213",0,0,0,0,"2/213","1/142","39/142","14/213","1039/426","16/213",0,"19/213","755/426","115/142","7831/426","298/213","151/213","289/426","3241/71",0,"7261/426","6419/426","68/213","200/71","10/213",0,"94/213","1/213",0,"3125/426","116/71","1/426"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7/213","11/426",0,"43/426","24/71",0,0,0,0,"10/213","53/426","269/142","162/71","535/71","115/213","2/213","52/213","698/213","443/142","4417/142","252/71","509/426","170/213","6205/142","7261/426",0,"4621/213","319/142","1784/213","143/426",0,"215/213","19/213",0,"4508/213","191/213","11/426"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/426","5/426",0,0,0,"1/426",0,"37/426","11/426",0,"1/426","61/426","153/142","29/213","7/426","64/213","265/213","5/213","1/142","1/426","11/142","253/426","101/213","2279/426","5129/426","7568/213","281/142","5/142","9/71","727/426","286/213","5051/426","428/213","997/426","461/142","6269/426","6419/426","4621/213",0,"3005/426","2183/213","647/213","47/426","455/142","218/213","1/426","15631/426","649/213","26/213"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/213",0,0,0,"3/142","13/426","1/142",0,"1/426","17/213",0,0,0,0,"8/213","13/426","53/213","262/213","1346/213","91/426","19/213","14/213","181/426","17/213","82/213","7/142","11/142","7/142","64/213","68/213","319/142","3005/426",0,"431/426","430/213","2/71","671/426","52/71","1/426","443/142","35/71","19/426"
0,0,0,0,"1/426",0,0,"1/426",0,0,0,"17/426","1/213",0,"7/213",0,"1/142",0,0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,"7/426","49/426","31/213",0,0,"1/213","9/142",0,"887/213","41/426","1/142","173/213","925/426","4739/426","2551/142","1580/213","7183/426","20119/426","85/142","1022/213","889/426","839/426","863/426","4726/213","3487/142","5003/142","15181/426","1867/426","7/142","157/426","1621/426","181/142","1355/426","53/213","437/213","667/213","346/71","200/71","1784/213","2183/213","431/426",0,"4505/426","9/2","10189/213","589/142","217/426","4595/213","3688/213","59/426"
0,0,0,"1/426",0,"2/213","1/213","1/426",0,"1/71","1/426","1/71","7/213","122/71","905/426","4/213","22/71","1/213","5/213","7/426",0,0,0,"2/213",0,"1/426",0,0,0,0,"1/426",0,"3/142","191/426","9248/213","540/71","31/213","365/426","377/426","1093/426","11/213","17/213","1/71",0,"15/142","61/426","49/71","191/426","503/426","941/213","23041/426","343/142","185/426","103/213","2899/142","6083/426","3680/213","5105/426","3173/213","941/426","734/213","1/71","23/426","17/142","13/213","43/426","22/213","2/213","1/213","25/426","10/213","143/426","647/213","430/213","4505/426",0,"1892/71","9451/426","5201/426","1205/213","11968/213","2923/426","21709/426"
"22/213",0,0,"7/426","6/71","6/71","14/71","7/213","17/426","4/213",0,"701/213","1459/426","217/213","33/71","1/426","13/213","3/142","1/426","1/426",0,0,0,"1/426",0,0,0,0,0,0,0,0,"1/426","12/71","373/142","22103/142","85/71","73/426","457/426","173/426","1/213","3854/213","25/426","2/71","7663/426","959/426","2521/213","2608/71","10673/213","22447/426","5993/142","302/213","24583/426","3824/71","17593/426","4249/426","1879/213","988/71","758/213","20/213","209/142",0,0,0,"4/213",0,"5/426",0,0,"1/213",0,0,"47/426","2/71","9/2","1892/71",0,"24385/426","7229/142","671/426","3377/426","271/142","301/426"
0,0,0,0,"1/426",0,0,0,0,"1/426",0,"8/71","5/213",0,"5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/142","25/426","170/213","3/71","1/142","7/426","7/426",0,"10037/142","50/213","11/71","11473/426","859/213","2869/142","29651/426","5813/142","38251/426","41848/213","1573/426","9229/213","2644/213","7751/426","1177/426","9793/213","1009/71","6698/213","2606/213","2069/426","5/142","55/213","119/71","80/213","187/213","7/142","167/426","148/213","109/142","94/213","215/213","455/142","671/426","10189/213","9451/426","24385/426",0,"2183/426","334/213","5315/426","3029/213","26/213"
"1/426",0,0,0,0,0,0,0,0,0,0,"1/213","1/426",0,"1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115/426","16/213","4/213","94/71","35/142","5/142","2/71","83/213","1/426",0,"61/426","4/71","581/426","607/426","341/213","1240/213","13589/426","188/213","301/426","80/213","1358/213","89/71","622/71","845/213","1235/142","137/213","238/213","1/426","1/71","5/142","2/213","3/142","1/142","1/426",0,"1/426","1/213","19/213","218/213","52/71","589/142","5201/426","7229/142","2183/426",0,"151/71","242/71","266/213","70/213"
"1/213",0,0,"1/142",0,0,"1/213",0,0,0,0,"77/426",0,"64/213","1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213","449/426","210/71","7/213","269/426","34/71","13/426","11/426","1559/213","1/426","5/426","742/213","14/213","19/426","61/71","10/71","25/426","5/426","1/213","728/213","541/426","233/213","101/426",0,"1/426","1/426",0,"4/71",0,0,0,0,0,0,0,0,0,0,0,"1/426","1/426","217/426","1205/213","671/426","334/213","151/71",0,"1330/213","274/213","697/142"
0,0,0,0,0,0,"1/426",0,0,0,0,0,0,"1/213","173/426",0,"4/71",0,0,0,0,0,0,"1/142",0,0,0,0,0,0,0,0,"1/426","1/142","91/142","19/142","1/213","3/71","29/426","295/426","1/142","59/426","2/213",0,"16/213","63/142","1127/426","209/426","14/213","370/213","589/142","1/213","425/426","281/426","209/142","1031/71","163/142","1139/142","592/213","9847/426","1879/213","19/213","92/213","2707/426","10/3","648/71","2645/426","305/71","121/71","1495/142","3125/426","4508/213","15631/426","443/142","4595/213","11968/213","3377/426","5315/426","242/71","1330/213",0,"2473/426","162/71"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/213","1/213","1/426","7/426","3/142",0,"5/426","40/213",0,0,"8/213",0,"4/213","5/426","1/213","22/213","29/213",0,"1/142",0,"2/213","1/142","3/142","23/426","14/213","221/426","1/213",0,"1/142","53/426","5/213","344/213","43/426","209/142","1102/213","589/142","116/71","191/213","649/213","35/71","3688/213","2923/426","271/142","3029/213","266/213","274/213","2473/426",0,"251/426"
0,0,0,"1/71",0,0,0,0,0,"1/426",0,0,"1/142","7/213","17/426",0,"13/213","2/213","1/71","5/426",0,0,0,"1/426",0,"7/426",0,0,0,0,0,"7/426","1/71","61/426","15289/426","127/71","97/426","117/71","2111/426","166/71","143/142",0,0,0,"8/213",0,"1/213",0,"7/426","2/213",0,0,"5/426","1/213","5/213","53/426",0,"1/142",0,"5/426","5/142",0,0,0,"7/426","1/213","20/213","1/426",0,0,"1/426","11/426","26/213","19/426","59/426","21709/426","301/426","26/213","70/213","697/142","162/71","251/426",0
